,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
20224,2014,nv,nevada,30.3,984.0,1,,,32
20225,2014,nv,nevada,18.8,1220.0,2,,,32
20226,2014,nv,nevada,12.7,1206.0,3,,,32
20251,2011,nh,new hampshire,28.4,349.0,0,,,33
20252,2011,nh,new hampshire,29.3,1762.0,1,,,33
20253,2011,nh,new hampshire,29.1,1471.0,2,,,33
20254,2011,nh,new hampshire,19.6,2452.0,3,,,33
20278,2011,nh,new hampshire,33.3,349.0,0,,,33
20279,2011,nh,new hampshire,36.7,1762.0,1,,,33
20280,2011,nh,new hampshire,33.4,1471.0,2,,,33
20281,2011,nh,new hampshire,36.8,2452.0,3,,,33
20304,2011,nh,new hampshire,21.9,2478.0,3,,,33
20312,2011,nh,new hampshire,29.5,1493.0,2,,,33
20321,2011,nh,new hampshire,33.9,1740.0,1,,,33
20327,2011,nh,new hampshire,50.0,334.0,0,,,33
20335,2011,nh,new hampshire,32.3,325.0,0,,,33
20336,2011,nh,new hampshire,21.3,1723.0,1,,,33
20337,2011,nh,new hampshire,17.2,1490.0,2,,,33
20338,2011,nh,new hampshire,9.9,2454.0,3,,,33
20363,2011,nh,new hampshire,42.0,331.0,0,,,33
20364,2011,nh,new hampshire,49.7,1704.0,1,,,33
20393,2011,nh,new hampshire,10.4,318.0,0,,,33
20394,2011,nh,new hampshire,17.7,1679.0,1,,,33
20395,2011,nh,new hampshire,21.8,1451.0,2,,,33
20396,2011,nh,new hampshire,30.4,2413.0,3,,,33
20422,2011,nh,new hampshire,31.4,330.0,0,,,33
20423,2011,nh,new hampshire,31.9,1689.0,1,,,33
20424,2011,nh,new hampshire,33.2,1466.0,2,,,33
20425,2011,nh,new hampshire,38.2,2430.0,3,,,33
20449,2011,nh,new hampshire,19.9,336.0,0,,,33
20450,2011,nh,new hampshire,25.4,1749.0,1,,,33
20451,2011,nh,new hampshire,29.6,1495.0,2,,,33
20452,2011,nh,new hampshire,39.1,2475.0,3,,,33
20474,2011,nh,new hampshire,40.1,352.0,0,,,33
20475,2011,nh,new hampshire,28.0,1782.0,1,,,33
20476,2011,nh,new hampshire,20.9,1513.0,2,,,33
20477,2011,nh,new hampshire,13.4,2505.0,3,,,33
20502,2012,nh,new hampshire,35.8,379.0,0,,,33
20503,2012,nh,new hampshire,30.6,1984.0,1,,,33
20504,2012,nh,new hampshire,28.4,1845.0,2,,,33
20505,2012,nh,new hampshire,20.7,2965.0,3,,,33
20530,2012,nh,new hampshire,28.9,379.0,0,,,33
20531,2012,nh,new hampshire,34.4,1984.0,1,,,33
20532,2012,nh,new hampshire,34.5,1845.0,2,,,33
20533,2012,nh,new hampshire,37.4,2965.0,3,,,33
20559,2012,nh,new hampshire,37.3,403.0,0,,,33
20560,2012,nh,new hampshire,27.5,2089.0,1,,,33
20561,2012,nh,new hampshire,18.3,1935.0,2,,,33
20562,2012,nh,new hampshire,9.1,3065.0,3,,,33
20587,2013,nh,new hampshire,33.5,321.0,0,,,33
20588,2013,nh,new hampshire,29.4,1693.0,1,,,33
20589,2013,nh,new hampshire,26.6,1684.0,2,,,33
20590,2013,nh,new hampshire,22.3,2426.0,3,,,33
20615,2013,nh,new hampshire,29.8,321.0,0,,,33
20616,2013,nh,new hampshire,36.0,1693.0,1,,,33
20617,2013,nh,new hampshire,34.2,1684.0,2,,,33
20618,2013,nh,new hampshire,36.6,2426.0,3,,,33
20643,2013,nh,new hampshire,45.2,278.0,0,,,33
20644,2013,nh,new hampshire,40.0,1599.0,1,,,33
20645,2013,nh,new hampshire,32.6,1650.0,2,,,33
20646,2013,nh,new hampshire,26.5,2423.0,3,,,33
20683,2013,nh,new hampshire,15.5,1621.0,2,,,33
20685,2013,nh,new hampshire,9.6,2391.0,3,,,33
20692,2013,nh,new hampshire,27.5,265.0,0,,,33
20694,2013,nh,new hampshire,23.3,1567.0,1,,,33
20721,2013,nh,new hampshire,40.7,260.0,0,,,33
20722,2013,nh,new hampshire,51.3,1542.0,1,,,33
20723,2013,nh,new hampshire,54.7,1588.0,2,,,33
20752,2013,nh,new hampshire,11.5,255.0,0,,,33
20753,2013,nh,new hampshire,18.6,1519.0,1,,,33
20755,2013,nh,new hampshire,24.1,1566.0,2,,,33
20756,2013,nh,new hampshire,28.0,2338.0,3,,,33
20760,2013,nh,new hampshire,25.3,259.0,0,,,33
20761,2013,nh,new hampshire,33.1,1533.0,1,,,33
20762,2013,nh,new hampshire,35.2,1574.0,2,,,33
20763,2013,nh,new hampshire,38.6,2350.0,3,,,33
20786,2013,nh,new hampshire,26.5,1590.0,1,,,33
20788,2013,nh,new hampshire,20.5,281.0,0,,,33
20790,2013,nh,new hampshire,35.7,1627.0,2,,,33
20791,2013,nh,new hampshire,37.9,2386.0,3,,,33
20809,2013,nh,new hampshire,27.9,1620.0,1,,,33
20810,2013,nh,new hampshire,22.5,1659.0,2,,,33
20812,2013,nh,new hampshire,12.8,2425.0,3,,,33
20834,2013,nh,new hampshire,39.2,285.0,0,,,33
20838,2014,nh,new hampshire,26.3,273.0,0,,,33
20839,2014,nh,new hampshire,30.6,1632.0,1,,,33
20840,2014,nh,new hampshire,31.3,1474.0,2,,,33
20841,2014,nh,new hampshire,21.0,2339.0,3,,,33
20866,2014,nh,new hampshire,36.4,273.0,0,,,33
20867,2014,nh,new hampshire,36.3,1632.0,1,,,33
20868,2014,nh,new hampshire,33.3,1474.0,2,,,33
20869,2014,nh,new hampshire,38.7,2339.0,3,,,33
20894,2014,nh,new hampshire,39.6,290.0,0,,,33
20895,2014,nh,new hampshire,24.3,1754.0,1,,,33
20896,2014,nh,new hampshire,16.8,1594.0,2,,,33
20897,2014,nh,new hampshire,10.6,2485.0,3,,,33
20922,2011,nj,new jersey,29.4,1075.0,0,,,34
20923,2011,nj,new jersey,26.9,3838.0,1,,,34
20924,2011,nj,new jersey,25.1,3410.0,2,,,34
20949,2011,nj,new jersey,40.1,1075.0,0,,,34
20950,2011,nj,new jersey,37.8,3838.0,1,,,34
20951,2011,nj,new jersey,35.7,3410.0,2,,,34
20981,2011,nj,new jersey,31.7,3362.0,2,,,34
20991,2011,nj,new jersey,36.6,3668.0,1,,,34
21000,2011,nj,new jersey,43.6,1026.0,0,,,34
21006,2011,nj,new jersey,35.8,975.0,0,,,34
21007,2011,nj,new jersey,26.0,3590.0,1,,,34
21009,2011,nj,new jersey,20.8,3313.0,2,,,34
21034,2011,nj,new jersey,43.4,1030.0,0,,,34
21035,2011,nj,new jersey,49.5,3647.0,1,,,34
21036,2011,nj,new jersey,55.1,3301.0,2,,,34
21063,2011,nj,new jersey,15.3,1012.0,0,,,34
21064,2011,nj,new jersey,17.8,3590.0,1,,,34
21065,2011,nj,new jersey,27.1,3256.0,2,,,34
21091,2011,nj,new jersey,29.5,1025.0,0,,,34
21092,2011,nj,new jersey,31.4,3618.0,1,,,34
21093,2011,nj,new jersey,34.4,3278.0,2,,,34
21119,2011,nj,new jersey,22.4,1056.0,0,,,34
21120,2011,nj,new jersey,25.5,3741.0,1,,,34
21121,2011,nj,new jersey,37.1,3378.0,2,,,34
21146,2011,nj,new jersey,38.5,1075.0,0,,,34
21147,2011,nj,new jersey,33.1,3811.0,1,,,34
21148,2011,nj,new jersey,23.2,3435.0,2,,,34
21174,2012,nj,new jersey,31.7,1062.0,0,,,34
21175,2012,nj,new jersey,27.6,4049.0,1,,,34
21176,2012,nj,new jersey,26.1,3485.0,2,,,34
21202,2012,nj,new jersey,34.5,1062.0,0,,,34
21203,2012,nj,new jersey,37.7,4049.0,1,,,34
21204,2012,nj,new jersey,36.3,3485.0,2,,,34
21230,2012,nj,new jersey,42.3,1200.0,0,,,34
21231,2012,nj,new jersey,31.6,4370.0,1,,,34
21232,2012,nj,new jersey,21.7,3732.0,2,,,34
21258,2013,nj,new jersey,35.5,888.0,0,,,34
21259,2013,nj,new jersey,29.1,3409.0,1,,,34
21260,2013,nj,new jersey,28.1,2896.0,2,,,34
21261,2013,nj,new jersey,19.1,5037.0,3,,,34
21286,2013,nj,new jersey,33.2,888.0,0,,,34
21287,2013,nj,new jersey,36.6,3409.0,1,,,34
21288,2013,nj,new jersey,34.9,2896.0,2,,,34
21289,2013,nj,new jersey,38.8,5037.0,3,,,34
21314,2013,nj,new jersey,42.3,896.0,0,,,34
21315,2013,nj,new jersey,38.4,3199.0,1,,,34
21316,2013,nj,new jersey,36.9,2824.0,2,,,34
21317,2013,nj,new jersey,28.8,4931.0,3,,,34
21344,2013,nj,new jersey,13.4,4861.0,3,,,34
21347,2013,nj,new jersey,23.1,2777.0,2,,,34
21355,2013,nj,new jersey,25.2,3088.0,1,,,34
21364,2013,nj,new jersey,30.2,853.0,0,,,34
21378,2013,nj,new jersey,36.2,884.0,0,,,34
21379,2013,nj,new jersey,47.8,3107.0,1,,,34
21380,2013,nj,new jersey,51.0,2773.0,2,,,34
21399,2013,nj,new jersey,11.4,871.0,0,,,34
21400,2013,nj,new jersey,20.3,3083.0,1,,,34
21401,2013,nj,new jersey,21.8,2752.0,2,,,34
21402,2013,nj,new jersey,26.5,4774.0,3,,,34
21436,2013,nj,new jersey,33.7,2760.0,2,,,34
21438,2013,nj,new jersey,34.2,4786.0,3,,,34
21452,2013,nj,new jersey,24.2,882.0,0,,,34
21453,2013,nj,new jersey,32.2,3094.0,1,,,34
21455,2013,nj,new jersey,20.0,906.0,0,,,34
21460,2013,nj,new jersey,29.8,3207.0,1,,,34
21461,2013,nj,new jersey,33.6,2854.0,2,,,34
21462,2013,nj,new jersey,37.1,4900.0,3,,,34
21480,2013,nj,new jersey,17.7,4957.0,3,,,34
21482,2013,nj,new jersey,32.6,3252.0,1,,,34
21507,2013,nj,new jersey,42.5,924.0,0,,,34
21508,2013,nj,new jersey,24.3,2877.0,2,,,34
21511,2014,nj,new jersey,31.8,840.0,0,,,34
21512,2014,nj,new jersey,32.3,3255.0,1,,,34
21513,2014,nj,new jersey,26.3,2930.0,2,,,34
21514,2014,nj,new jersey,20.7,4884.0,3,,,34
21539,2014,nj,new jersey,34.7,840.0,0,,,34
21540,2014,nj,new jersey,35.7,3255.0,1,,,34
21541,2014,nj,new jersey,36.1,2930.0,2,,,34
21542,2014,nj,new jersey,37.4,4884.0,3,,,34
21567,2014,nj,new jersey,39.9,936.0,0,,,34
21568,2014,nj,new jersey,29.0,3494.0,1,,,34
21569,2014,nj,new jersey,19.6,3127.0,2,,,34
21570,2014,nj,new jersey,14.5,5282.0,3,,,34
21594,2011,nm,new mexico,31.9,1014.0,0,,,35
21595,2011,nm,new mexico,27.8,2540.0,1,,,35
21596,2011,nm,new mexico,27.0,2364.0,2,,,35
21597,2011,nm,new mexico,19.4,3044.0,3,,,35
21621,2011,nm,new mexico,36.2,1014.0,0,,,35
21622,2011,nm,new mexico,35.0,2540.0,1,,,35
21623,2011,nm,new mexico,36.1,2364.0,2,,,35
21624,2011,nm,new mexico,36.3,3044.0,3,,,35
21647,2011,nm,new mexico,27.3,2988.0,3,,,35
21658,2011,nm,new mexico,38.4,2329.0,2,,,35
21666,2011,nm,new mexico,42.8,2425.0,1,,,35
21669,2011,nm,new mexico,44.0,985.0,0,,,35
21678,2011,nm,new mexico,28.5,941.0,0,,,35
21679,2011,nm,new mexico,29.0,2375.0,1,,,35
21680,2011,nm,new mexico,19.5,2307.0,2,,,35
21681,2011,nm,new mexico,12.4,2978.0,3,,,35
21708,2011,nm,new mexico,43.8,969.0,0,,,35
21709,2011,nm,new mexico,47.6,2410.0,1,,,35
21710,2011,nm,new mexico,52.2,2303.0,2,,,35
21715,2011,nm,new mexico,41.1,2992.0,3,,,35
21747,2011,nm,new mexico,31.4,2942.0,3,,,35
21761,2011,nm,new mexico,14.7,955.0,0,,,35
21762,2011,nm,new mexico,20.2,2388.0,1,,,35
21763,2011,nm,new mexico,21.6,2281.0,2,,,35
21767,2011,nm,new mexico,26.5,967.0,0,,,35
21768,2011,nm,new mexico,30.4,2399.0,1,,,35
21769,2011,nm,new mexico,33.4,2291.0,2,,,35
21770,2011,nm,new mexico,40.6,2955.0,3,,,35
21795,2011,nm,new mexico,20.3,987.0,0,,,35
21796,2011,nm,new mexico,30.0,2445.0,1,,,35
21797,2011,nm,new mexico,31.8,2320.0,2,,,35
21820,2011,nm,new mexico,37.1,1004.0,0,,,35
21821,2011,nm,new mexico,29.6,2475.0,1,,,35
21822,2011,nm,new mexico,23.1,2350.0,2,,,35
21823,2011,nm,new mexico,14.5,3018.0,3,,,35
21848,2012,nm,new mexico,31.8,953.0,0,,,35
21849,2012,nm,new mexico,28.2,2245.0,1,,,35
21850,2012,nm,new mexico,29.5,2328.0,2,,,35
21851,2012,nm,new mexico,19.0,2841.0,3,,,35
21876,2012,nm,new mexico,32.3,953.0,0,,,35
21877,2012,nm,new mexico,37.7,2245.0,1,,,35
21878,2012,nm,new mexico,34.7,2328.0,2,,,35
21879,2012,nm,new mexico,37.4,2841.0,3,,,35
21903,2012,nm,new mexico,35.6,1053.0,0,,,35
21905,2012,nm,new mexico,26.5,2339.0,1,,,35
21906,2012,nm,new mexico,17.6,2418.0,2,,,35
21907,2012,nm,new mexico,11.3,2931.0,3,,,35
21932,2013,nm,new mexico,34.5,1093.0,0,,,35
21933,2013,nm,new mexico,26.7,2515.0,1,,,35
21934,2013,nm,new mexico,27.5,2453.0,2,,,35
21935,2013,nm,new mexico,18.3,2843.0,3,,,35
21960,2013,nm,new mexico,34.8,1093.0,0,,,35
21961,2013,nm,new mexico,36.8,2515.0,1,,,35
21962,2013,nm,new mexico,35.7,2453.0,2,,,35
21963,2013,nm,new mexico,37.7,2843.0,3,,,35
21989,2013,nm,new mexico,44.2,1035.0,0,,,35
21990,2013,nm,new mexico,43.0,2320.0,1,,,35
21991,2013,nm,new mexico,40.1,2332.0,2,,,35
21992,2013,nm,new mexico,30.2,2749.0,3,,,35
22011,2013,nm,new mexico,28.1,2350.0,1,,,35
22017,2013,nm,new mexico,21.2,2277.0,2,,,35
22018,2013,nm,new mexico,11.7,2707.0,3,,,35
22031,2013,nm,new mexico,27.9,992.0,0,,,35
22032,2013,nm,new mexico,26.7,2241.0,1,,,35
22045,2013,nm,new mexico,39.9,1026.0,0,,,35
22046,2013,nm,new mexico,50.6,2272.0,1,,,35
22077,2013,nm,new mexico,11.8,1013.0,0,,,35
22078,2013,nm,new mexico,20.0,2253.0,1,,,35
22079,2013,nm,new mexico,25.4,2252.0,2,,,35
22080,2013,nm,new mexico,31.8,2674.0,3,,,35
22106,2013,nm,new mexico,25.9,1020.0,0,,,35
22118,2013,nm,new mexico,31.5,2253.0,1,,,35
22119,2013,nm,new mexico,36.6,2265.0,2,,,35
22120,2013,nm,new mexico,42.7,2686.0,3,,,35
22136,2013,nm,new mexico,30.0,2317.0,1,,,35
22137,2013,nm,new mexico,19.4,1043.0,0,,,35
22138,2013,nm,new mexico,34.7,2303.0,2,,,35
22139,2013,nm,new mexico,39.8,2727.0,3,,,35
22158,2013,nm,new mexico,13.3,2758.0,3,,,35
22161,2013,nm,new mexico,37.3,1059.0,0,,,35
22180,2013,nm,new mexico,22.0,2332.0,2,,,35
22185,2014,nm,new mexico,35.8,941.0,0,,,35
22186,2014,nm,new mexico,28.1,2236.0,1,,,35
22187,2014,nm,new mexico,29.5,2225.0,2,,,35
22188,2014,nm,new mexico,22.2,2868.0,3,,,35
22212,2014,nm,new mexico,36.3,941.0,0,,,35
22213,2014,nm,new mexico,38.1,2236.0,1,,,35
22214,2014,nm,new mexico,33.9,2225.0,2,,,35
22215,2014,nm,new mexico,38.3,2868.0,3,,,35
22241,2014,nm,new mexico,38.7,1060.0,0,,,35
22242,2014,nm,new mexico,29.8,2373.0,1,,,35
22243,2014,nm,new mexico,18.3,2341.0,2,,,35
22244,2014,nm,new mexico,11.0,3013.0,3,,,35
22268,2011,ny,new york,27.5,627.0,0,,,36
22269,2011,ny,new york,26.9,1764.0,1,,,36
22270,2011,ny,new york,27.1,1730.0,2,,,36
22271,2011,ny,new york,18.2,3070.0,3,,,36
22296,2011,ny,new york,39.4,627.0,0,,,36
22297,2011,ny,new york,35.5,1764.0,1,,,36
22298,2011,ny,new york,36.8,1730.0,2,,,36
22299,2011,ny,new york,33.6,3070.0,3,,,36
22323,2011,ny,new york,26.8,3114.0,3,,,36
22333,2011,ny,new york,34.4,1718.0,2,,,36
22335,2011,ny,new york,35.7,1691.0,1,,,36
22345,2011,ny,new york,43.8,607.0,0,,,36
22353,2011,ny,new york,32.3,583.0,0,,,36
22354,2011,ny,new york,26.4,1671.0,1,,,36
22355,2011,ny,new york,23.6,1691.0,2,,,36
22356,2011,ny,new york,15.0,3080.0,3,,,36
22382,2011,ny,new york,38.5,585.0,0,,,36
22383,2011,ny,new york,47.7,1649.0,1,,,36
22384,2011,ny,new york,52.0,1657.0,2,,,36
22411,2011,ny,new york,12.7,574.0,0,,,36
22412,2011,ny,new york,17.5,1617.0,1,,,36
22413,2011,ny,new york,23.7,1636.0,2,,,36
22414,2011,ny,new york,27.5,2975.0,3,,,36
22439,2011,ny,new york,23.6,581.0,0,,,36
22440,2011,ny,new york,33.1,1641.0,1,,,36
22441,2011,ny,new york,31.6,1639.0,2,,,36
22442,2011,ny,new york,35.4,2982.0,3,,,36
22467,2011,ny,new york,21.5,613.0,0,,,36
22468,2011,ny,new york,25.1,1695.0,1,,,36
22469,2011,ny,new york,32.8,1714.0,2,,,36
22470,2011,ny,new york,36.5,3103.0,3,,,36
22492,2011,ny,new york,41.0,631.0,0,,,36
22493,2011,ny,new york,30.9,1728.0,1,,,36
22494,2011,ny,new york,24.4,1736.0,2,,,36
22495,2011,ny,new york,16.4,3139.0,3,,,36
22519,2012,ny,new york,33.0,467.0,0,,,36
22520,2012,ny,new york,23.0,1511.0,1,,,36
22521,2012,ny,new york,25.4,1377.0,2,,,36
22522,2012,ny,new york,18.0,2329.0,3,,,36
22547,2012,ny,new york,42.7,467.0,0,,,36
22548,2012,ny,new york,37.5,1511.0,1,,,36
22549,2012,ny,new york,35.9,1377.0,2,,,36
22550,2012,ny,new york,35.0,2329.0,3,,,36
22574,2012,ny,new york,45.2,519.0,0,,,36
22575,2012,ny,new york,27.9,1599.0,1,,,36
22576,2012,ny,new york,21.7,1460.0,2,,,36
22577,2012,ny,new york,14.0,2441.0,3,,,36
22602,2013,ny,new york,32.7,811.0,0,,,36
22603,2013,ny,new york,28.2,1999.0,1,,,36
22604,2013,ny,new york,28.0,2042.0,2,,,36
22605,2013,ny,new york,17.1,3570.0,3,,,36
22631,2013,ny,new york,36.0,811.0,0,,,36
22632,2013,ny,new york,36.4,1999.0,1,,,36
22633,2013,ny,new york,36.0,2042.0,2,,,36
22634,2013,ny,new york,35.1,3570.0,3,,,36
22660,2013,ny,new york,40.3,770.0,0,,,36
22661,2013,ny,new york,37.4,1893.0,1,,,36
22662,2013,ny,new york,34.7,1931.0,2,,,36
22663,2013,ny,new york,28.8,3478.0,3,,,36
22692,2013,ny,new york,21.8,1900.0,2,,,36
22693,2013,ny,new york,14.1,3443.0,3,,,36
22700,2013,ny,new york,27.1,1834.0,1,,,36
22709,2013,ny,new york,30.3,728.0,0,,,36
22714,2013,ny,new york,53.7,3365.0,3,,,36
22721,2013,ny,new york,20.3,751.0,0,,,36
22739,2013,ny,new york,34.8,727.0,0,,,36
22740,2013,ny,new york,42.6,1788.0,1,,,36
22741,2013,ny,new york,50.8,1840.0,2,,,36
22746,2013,ny,new york,10.8,714.0,0,,,36
22747,2013,ny,new york,16.0,1764.0,1,,,36
22748,2013,ny,new york,22.3,1813.0,2,,,36
22750,2013,ny,new york,23.9,3330.0,3,,,36
22774,2013,ny,new york,22.1,718.0,0,,,36
22775,2013,ny,new york,26.7,1767.0,1,,,36
22776,2013,ny,new york,31.6,1825.0,2,,,36
22777,2013,ny,new york,32.2,3335.0,3,,,36
22802,2013,ny,new york,25.5,1864.0,1,,,36
22805,2013,ny,new york,33.1,1897.0,2,,,36
22806,2013,ny,new york,36.4,3463.0,3,,,36
22831,2013,ny,new york,41.3,771.0,0,,,36
22832,2013,ny,new york,32.7,1895.0,1,,,36
22833,2013,ny,new york,24.6,1936.0,2,,,36
22834,2013,ny,new york,16.6,3513.0,3,,,36
22856,2014,ny,new york,37.4,537.0,0,,,36
22857,2014,ny,new york,29.8,1497.0,1,,,36
22858,2014,ny,new york,28.6,1475.0,2,,,36
22859,2014,ny,new york,18.6,2781.0,3,,,36
22883,2014,ny,new york,32.0,537.0,0,,,36
22884,2014,ny,new york,33.4,1497.0,1,,,36
22885,2014,ny,new york,35.4,1475.0,2,,,36
22886,2014,ny,new york,33.9,2781.0,3,,,36
22910,2014,ny,new york,44.4,601.0,0,,,36
22911,2014,ny,new york,32.9,1617.0,1,,,36
22912,2014,ny,new york,22.2,1565.0,2,,,36
22913,2014,ny,new york,13.2,2971.0,3,,,36
22938,2011,nc,north carolina,31.9,1326.0,0,,,37
22939,2011,nc,north carolina,31.1,3092.0,1,,,37
22940,2011,nc,north carolina,31.4,2717.0,2,,,37
22941,2011,nc,north carolina,22.2,3633.0,3,,,37
22965,2011,nc,north carolina,36.4,1326.0,0,,,37
22966,2011,nc,north carolina,36.6,3092.0,1,,,37
22967,2011,nc,north carolina,35.0,2717.0,2,,,37
22968,2011,nc,north carolina,36.3,3633.0,3,,,37
22992,2011,nc,north carolina,30.9,3688.0,3,,,37
23003,2011,nc,north carolina,40.6,2731.0,2,,,37
23013,2011,nc,north carolina,46.0,3030.0,1,,,37
23015,2011,nc,north carolina,47.9,1298.0,0,,,37
23022,2011,nc,north carolina,31.7,1242.0,0,,,37
23023,2011,nc,north carolina,26.7,2951.0,1,,,37
23024,2011,nc,north carolina,19.3,2694.0,2,,,37
23025,2011,nc,north carolina,13.5,3636.0,3,,,37
23050,2011,nc,north carolina,35.4,1305.0,0,,,37
23051,2011,nc,north carolina,40.8,3016.0,1,,,37
23052,2011,nc,north carolina,48.4,2704.0,2,,,37
23079,2011,nc,north carolina,11.0,1288.0,0,,,37
23080,2011,nc,north carolina,14.3,2979.0,1,,,37
23081,2011,nc,north carolina,20.1,2676.0,2,,,37
23082,2011,nc,north carolina,25.6,3584.0,3,,,37
23109,2011,nc,north carolina,22.4,1292.0,0,,,37
23110,2011,nc,north carolina,24.9,2996.0,1,,,37
23111,2011,nc,north carolina,28.6,2681.0,2,,,37
23112,2011,nc,north carolina,35.0,3587.0,3,,,37
23137,2011,nc,north carolina,20.2,1362.0,0,,,37
23138,2011,nc,north carolina,22.3,3108.0,1,,,37
23139,2011,nc,north carolina,30.7,2777.0,2,,,37
23140,2011,nc,north carolina,35.2,3702.0,3,,,37
23162,2011,nc,north carolina,38.2,1387.0,0,,,37
23163,2011,nc,north carolina,34.2,3160.0,1,,,37
23164,2011,nc,north carolina,23.7,2813.0,2,,,37
23165,2011,nc,north carolina,13.9,3738.0,3,,,37
23190,2012,nc,north carolina,32.3,1344.0,0,,,37
23191,2012,nc,north carolina,31.8,3231.0,1,,,37
23192,2012,nc,north carolina,30.5,3032.0,2,,,37
23193,2012,nc,north carolina,24.1,3478.0,3,,,37
23218,2012,nc,north carolina,35.9,1344.0,0,,,37
23219,2012,nc,north carolina,35.8,3231.0,1,,,37
23220,2012,nc,north carolina,36.5,3032.0,2,,,37
23221,2012,nc,north carolina,36.8,3478.0,3,,,37
23246,2012,nc,north carolina,42.7,1499.0,0,,,37
23247,2012,nc,north carolina,30.7,3446.0,1,,,37
23248,2012,nc,north carolina,20.6,3212.0,2,,,37
23249,2012,nc,north carolina,11.9,3690.0,3,,,37
23274,2013,nc,north carolina,35.2,1060.0,0,,,37
23275,2013,nc,north carolina,30.4,2358.0,1,,,37
23276,2013,nc,north carolina,30.7,2251.0,2,,,37
23277,2013,nc,north carolina,22.7,2616.0,3,,,37
23302,2013,nc,north carolina,35.7,1060.0,0,,,37
23303,2013,nc,north carolina,37.4,2358.0,1,,,37
23304,2013,nc,north carolina,36.6,2251.0,2,,,37
23305,2013,nc,north carolina,36.8,2616.0,3,,,37
23330,2013,nc,north carolina,45.4,1065.0,0,,,37
23331,2013,nc,north carolina,46.6,2216.0,1,,,37
23332,2013,nc,north carolina,43.2,2240.0,2,,,37
23333,2013,nc,north carolina,34.3,2610.0,3,,,37
23356,2013,nc,north carolina,29.6,2177.0,1,,,37
23357,2013,nc,north carolina,19.1,2196.0,2,,,37
23358,2013,nc,north carolina,13.9,2574.0,3,,,37
23362,2013,nc,north carolina,30.2,1021.0,0,,,37
23387,2013,nc,north carolina,34.3,1077.0,0,,,37
23388,2013,nc,north carolina,44.5,2222.0,1,,,37
23391,2013,nc,north carolina,19.5,1113.0,0,,,37
23400,2013,nc,north carolina,50.3,2208.0,2,,,37
23405,2013,nc,north carolina,24.3,2296.0,1,,,37
23437,2013,nc,north carolina,10.6,1066.0,0,,,37
23438,2013,nc,north carolina,15.2,2207.0,1,,,37
23439,2013,nc,north carolina,21.0,2188.0,2,,,37
23440,2013,nc,north carolina,26.5,2541.0,3,,,37
23446,2013,nc,north carolina,21.1,1070.0,0,,,37
23447,2013,nc,north carolina,28.2,2210.0,1,,,37
23448,2013,nc,north carolina,29.5,2195.0,2,,,37
23449,2013,nc,north carolina,34.9,2542.0,3,,,37
23474,2013,nc,north carolina,29.6,2267.0,2,,,37
23475,2013,nc,north carolina,35.4,2621.0,3,,,37
23503,2013,nc,north carolina,42.0,1130.0,0,,,37
23504,2013,nc,north carolina,32.0,2322.0,1,,,37
23505,2013,nc,north carolina,24.3,2289.0,2,,,37
23506,2013,nc,north carolina,13.6,2651.0,3,,,37
23527,2014,nc,north carolina,34.5,770.0,0,,,37
23528,2014,nc,north carolina,32.7,1856.0,1,,,37
23529,2014,nc,north carolina,29.5,1759.0,2,,,37
23530,2014,nc,north carolina,23.6,2217.0,3,,,37
23555,2014,nc,north carolina,37.8,770.0,0,,,37
23556,2014,nc,north carolina,34.7,1856.0,1,,,37
23557,2014,nc,north carolina,36.3,1759.0,2,,,37
23558,2014,nc,north carolina,35.8,2217.0,3,,,37
23583,2014,nc,north carolina,41.8,898.0,0,,,37
23584,2014,nc,north carolina,30.5,2003.0,1,,,37
23585,2014,nc,north carolina,18.2,1921.0,2,,,37
23586,2014,nc,north carolina,9.5,2402.0,3,,,37
23628,2011,nd,north dakota,25.1,339.0,0,,,38
23629,2011,nd,north dakota,28.0,1458.0,1,,,38
23630,2011,nd,north dakota,29.2,1546.0,2,,,38
23631,2011,nd,north dakota,26.5,1633.0,3,,,38
23638,2011,nd,north dakota,33.1,339.0,0,,,38
23639,2011,nd,north dakota,38.5,1458.0,1,,,38
23640,2011,nd,north dakota,35.5,1546.0,2,,,38
23641,2011,nd,north dakota,35.1,1633.0,3,,,38
23666,2011,nd,north dakota,32.7,1661.0,3,,,38
23672,2011,nd,north dakota,39.4,305.0,0,,,38
23678,2011,nd,north dakota,41.2,1435.0,1,,,38
23680,2011,nd,north dakota,41.5,1551.0,2,,,38
23695,2011,nd,north dakota,37.2,295.0,0,,,38
23696,2011,nd,north dakota,29.1,1416.0,1,,,38
23697,2011,nd,north dakota,27.3,1530.0,2,,,38
23698,2011,nd,north dakota,20.4,1645.0,3,,,38
23723,2011,nd,north dakota,42.0,291.0,0,,,38
23724,2011,nd,north dakota,44.4,1397.0,1,,,38
23725,2011,nd,north dakota,45.6,1507.0,2,,,38
23726,2011,nd,north dakota,55.2,1643.0,3,,,38
23753,2011,nd,north dakota,9.3,283.0,0,,,38
23754,2011,nd,north dakota,14.3,1378.0,1,,,38
23755,2011,nd,north dakota,17.3,1488.0,2,,,38
23756,2011,nd,north dakota,26.0,1636.0,3,,,38
23783,2011,nd,north dakota,26.5,287.0,0,,,38
23784,2011,nd,north dakota,23.8,1392.0,1,,,38
